int_id,name,abbrev,t_age,b_age,int_type,timescales,color
811,Graphoceras concavum,,170.3,170.9,zone,Ammonite Zonation - Boreal--18,#9AD9DD
812,Hyperlioceras discites,,170,170.3,zone,Ammonite Zonation - Boreal--18,#A6DDE0
813,Witchellia laeviuscula,,169.8,170,zone,Ammonite Zonation - Boreal--18,#A6DDE0
814,Stephanoceras humphriesianum,,169.5,169.8,zone,Ammonite Zonation - Boreal--18,#A6DDE0
815,Strenoceras niortense,,169,169.5,zone,Ammonite Zonation - Boreal--18,#A6DDE0
816,Garantiana garantiana,,168.6,169,zone,Ammonite Zonation - Boreal--18,#A6DDE0
817,Parkinsonia parkinsoni,,168.3,168.6,zone,Ammonite Zonation - Boreal--18,#A6DDE0
818,Zigzagiceras zigzag,,167.3,168.3,zone,Ammonite Zonation - Boreal--18,#B3E2E3
819,Procerites progracilis,,167,167.3,zone,Ammonite Zonation - Boreal--18,#B3E2E3
820,Tulites subcontractus,,166.8,167,zone,Ammonite Zonation - Boreal--18,#B3E2E3
821,Morrisiceras morrisi,,166.6,166.8,zone,Ammonite Zonation - Boreal--18,#B3E2E3
822,Procerites hodsoni,,166.4,166.6,zone,Ammonite Zonation - Boreal--18,#B3E2E3
823,Oxycerites orbis,,166.2,166.4,zone,Ammonite Zonation - Boreal--18,#B3E2E3
824,Clydoniceras discus,,166.1,166.2,zone,Ammonite Zonation - Boreal--18,#B3E2E3
825,Macrocephalites herveyi,,165.5,166.1,zone,Ammonite Zonation - Boreal--18,#BFE7E5
826,Prolanulites koenigi,,165,165.5,zone,Ammonite Zonation - Boreal--18,#BFE7E5
827,Sigloceras calloviense,,164.6,165,zone,Ammonite Zonation - Boreal--18,#BFE7E5
828,Kosmoceras jason,,164.5,164.6,zone,Ammonite Zonation - Boreal--18,#BFE7E5
829,Erymnoceras coronatum,,164.2,164.5,zone,Ammonite Zonation - Boreal--18,#BFE7E5
830,Peltoceras athleta,,163.8,164.2,zone,Ammonite Zonation - Boreal--18,#BFE7E5
831,Quenstedtoceras lamberti,,163.5,163.8,zone,Ammonite Zonation - Boreal--18,#BFE7E5
832,Quenstedtoceras mariae,,161.4,163.5,zone,Ammonite Zonation - Boreal--18,#BFE7F1
833,Cardioceras cordatum,,160.8,161.4,zone,Ammonite Zonation - Boreal--18,#BFE7F1
834,Perisphinctes plicatilis,,160.1,160.8,zone,Ammonite Zonation - Boreal--18,#BFE7F1
835,Perisphinctes pumilus,,159.7,160.1,zone,Ammonite Zonation - Boreal--18,#BFE7F1
836,Perisphinctes cautisnigrae,,159,159.7,zone,Ammonite Zonation - Boreal--18,#BFE7F1
837,Ringsteadia pseudocordata,,157.3,159,zone,Ammonite Zonation - Boreal--18,#BFE7F1
838,Pictonia baylei,,156,157.3,zone,Ammonite Zonation - Boreal--18,#CCECF4
839,Rasenia cymodoce,,154.7,156,zone,Ammonite Zonation - Boreal--18,#CCECF4
840,Aulacostephanus mutabilis,,153.7,154.7,zone,Ammonite Zonation - Boreal--18,#CCECF4
841,Aulacostephanus eudoxus,,152.4,153.7,zone,Ammonite Zonation - Boreal--18,#CCECF4
842,Aulacostephanus autissiodorensis,,152,152.4,zone,Ammonite Zonation - Boreal--18,#CCECF4
843,Pectinatites elegans,,151.5,152,zone,Ammonite Zonation - Boreal--18,#D9F1F7
844,Pectinatites scitulus,,151,151.5,zone,Ammonite Zonation - Boreal--18,#D9F1F7
845,Pectinatites wheatleyensis,,150.7,151,zone,Ammonite Zonation - Boreal--18,#D9F1F7
846,Pectinatites hudlestoni,,150.2,150.7,zone,Ammonite Zonation - Boreal--18,#D9F1F7
847,Pavlovia pallasioides,,149,150.2,zone,Ammonite Zonation - Boreal--18,#D9F1F7
848,Pavlovia rotunda,,148.3,149,zone,Ammonite Zonation - Boreal--18,#D9F1F7
849,Virgatopavlovia fittoni,,148,148.3,zone,Ammonite Zonation - Boreal--18,#D9F1F7
850,Progalbanites albani,,147.6,148,zone,Ammonite Zonation - Boreal--18,#D9F1F7
851,Glaucolithites glaucolithus,,147.4,147.6,zone,Ammonite Zonation - Boreal--18,#D9F1F7
852,Galbanites okusensis,,147.2,147.4,zone,Ammonite Zonation - Boreal--18,#D9F1F7
853,Galbanites kerberus,,147,147.2,zone,Ammonite Zonation - Boreal--18,#D9F1F7
854,Titanites anguiformes,,146.7,147,zone,Ammonite Zonation - Boreal--18,#D9F1F7
855,Paracraspedites oppressus,,146.4,146.7,zone,Ammonite Zonation - Boreal--18,#D9F1F7
856,Subcraspedites primitivus,,146,146.4,zone,Ammonite Zonation - Boreal--18,#D9F1F7
857,Subcraspedites preplicomphalus,,144.6,146,zone,Ammonite Zonation - Boreal--18,#D9F1F7
858,Subcraspedites lamplughi,,144,144.6,zone,Ammonite Zonation - Boreal--18,#8CCD60
859,Runctonia runctoni,,141.6,144,zone,Ammonite Zonation - Boreal--18,#8CCD60
860,Hectoroceras kochi,,141,141.6,zone,Ammonite Zonation - Boreal--18,#8CCD60
861,Surites icenii,,140.2,141,zone,Ammonite Zonation - Boreal--18,#8CCD60
862,Surites stenomphalus,,139.8,140.2,zone,Ammonite Zonation - Boreal--18,#8CCD60
863,Peregrinoceras albidum,,138.5,139.8,zone,Ammonite Zonation - Boreal--18,#99D36A
864,Paratollia/Platylenticeras,,137.6,138.5,zone,Ammonite Zonation - Boreal--18,#99D36A
865,Polyptychites,,136.8,137.6,zone,Ammonite Zonation - Boreal--18,#99D36A
866,Prodichotomites,,135.6,136.8,zone,Ammonite Zonation - Boreal--18,#99D36A
867,Dichotomites,,135,135.6,zone,Ammonite Zonation - Boreal--18,#99D36A
868,Stolcoceras tuberulatum,,134.3,135,zone,Ammonite Zonation - Boreal--18,#99D36A
869,Eleniceras paucinodum,,133.95,134.3,zone,Ammonite Zonation - Boreal--18,#99D36A
870,Endemoceras amblygonium,,133.85,133.95,zone,Ammonite Zonation - Boreal--18,#99D36A
871,Endemoceras noricum,,133.5,133.85,zone,Ammonite Zonation - Boreal--18,#99D36A
872,Endemoceras regale,,133.4,133.5,zone,Ammonite Zonation - Boreal--18,#99D36A
873,Speetoniceras inversum,,133,133.4,zone,Ammonite Zonation - Boreal--18,#99D36A
874,Milanowskia speetonensis,,132.8,133,zone,Ammonite Zonation - Boreal--18,#8CCD57
875,Craspedodiscus gottschei,,132.5,132.8,zone,Ammonite Zonation - Boreal--18,#A6D975
876,Simbirskites marginatus,,132.3,132.5,zone,Ammonite Zonation - Boreal--18,#A6D975
877,Simbirskites variabilis,,129.4,132.3,zone,Ammonite Zonation - Boreal--18,#A6D975
878,Paracrioceras rarocinctum,,129,129.4,zone,Ammonite Zonation - Boreal--18,#B3DF7F
879,Haplocrioceras fissicostatum,,128.8,129,zone,Ammonite Zonation - Boreal--18,#B3DF7F
880,Paracrioceras elegans,,128.2,128.8,zone,Ammonite Zonation - Boreal--18,#B3DF7F
881,Paracrioceras denckmanni,,127.8,128.2,zone,Ammonite Zonation - Boreal--18,#B3DF7F
882,Ancyloceras inexum/S. pingue,,127.3,127.8,zone,Ammonite Zonation - Boreal--18,#B3DF7F
883,Simanocyloceras stolleyi,,125.5,127.3,zone,Ammonite Zonation - Boreal--18,#B3DF7F
884,Parancyloceras bidentatum/Parancyloceras scalare,,125,125.5,zone,Ammonite Zonation - Boreal--18,#B3DF7F
885,Deshayesites forbesi,,124.5,125,zone,Ammonite Zonation - Boreal--18,#BFE48A
886,Deshayesites deshayesi,,124,124.5,zone,Ammonite Zonation - Boreal--18,#BFE48A
887,Tropaeum bowerbanki,,123,124,zone,Ammonite Zonation - Boreal--18,#BFE48A
888,Epicheloniceras martinoides,,118,123,zone,Ammonite Zonation - Boreal--18,#BFE48A
889,Parahoplites nutfieldiensis,,116.8,118,zone,Ammonite Zonation - Boreal--18,#BFE48A
890,Hypacanthoplites jacobi,,113,116.8,zone,Ammonite Zonation - Boreal--18,#BFE48A
891,Leymeriella schrammeni,,111.3,113,zone,Ammonite Zonation - Boreal--18,#CCEA97
892,Douvilleiceras mammillatum,,110.3,111.3,zone,Ammonite Zonation - Boreal--18,#CCEA97
893,Hoplites dentatus,,109.5,110.3,zone,Ammonite Zonation - Boreal--18,#CCEA97
894,Euhoplites loricatus,,108.3,109.5,zone,Ammonite Zonation - Boreal--18,#CCEA97
895,Euhoplites lautus,,107.5,108.3,zone,Ammonite Zonation - Boreal--18,#CCEA97
896,Diploceras cristatum,,107,107.5,zone,Ammonite Zonation - Boreal--18,#CCEA97
897,Mortoniceras pricei,,104.9,107,zone,Ammonite Zonation - Boreal--18,#CCEA97
898,Mortoniceras inflatum,,104.1,104.9,zone,Ammonite Zonation - Boreal--18,#CCEA97
899,Mortoniceras fallax,,101.7,104.1,zone,Ammonite Zonation - Boreal--18,#CCEA97
900,Mortoniceras rostratum,,101.3,101.7,zone,Ammonite Zonation - Boreal--18,#CCEA97
901,Mortoniceras perinflatum,,100.8,101.3,zone,Ammonite Zonation - Boreal--18,#CCEA97
902,Arrhaphoceras briacensis,,100.2,100.8,zone,Ammonite Zonation - Boreal--18,#B3DE55
903,Mantelliceras mantelli,,98.5,100.2,zone,Ammonite Zonation - Boreal--18,#B3DE53
904,Mantelliceras dixoni,,97.5,98.5,zone,Ammonite Zonation - Boreal--18,#B3DE53
905,Neogastroplites haasi,,99.81,100.25,zone,Ammonite Zonation - Western Interior--19,#B3DE53
906,Neogastroplites cornutus,,99.17,99.81,zone,Ammonite Zonation - Western Interior--19,#B3DE53
907,Neogastroplites muelleri,,98.75,99.17,zone,Ammonite Zonation - Western Interior--19,#B3DE53
908,Neogastroplites americanus,,98.19,98.75,zone,Ammonite Zonation - Western Interior--19,#B3DE53
909,Neogastroplites maclearni,,97.76,98.19,zone,Ammonite Zonation - Western Interior--19,#B3DE53
910,Conlinoceras tarrantense - Conlinoceras gilberti,,96.24,97.26,zone,Ammonite Zonation - Western Interior--19,#B3DE53
911,Acanthoceras granerosense,,96.08,96.24,zone,Ammonite Zonation - Western Interior--19,#B3DE53
912,Acanthoceras muldoonense,,95.98,96.08,zone,Ammonite Zonation - Western Interior--19,#B3DE53
913,Acanthoceras bellense,,95.9,95.98,zone,Ammonite Zonation - Western Interior--19,#B3DE53
914,Acanthoceras amphibolum,,95.81,95.9,zone,Ammonite Zonation - Western Interior--19,#B3DE53
915,Pleisacanthoceras wyomingense,,95.67,95.81,zone,Ammonite Zonation - Western Interior--19,#B3DE53
916,Dunveganoceras pondi,,95.47,95.67,zone,Ammonite Zonation - Western Interior--19,#B3DE53
917,Dunveganoceras problematicum,,95.24,95.47,zone,Ammonite Zonation - Western Interior--19,#B3DE53
918,Dunveganoceras albertense,,95.01,95.24,zone,Ammonite Zonation - Western Interior--19,#B3DE53
919,Dunveganoceras conditum,,94.78,95.01,zone,Ammonite Zonation - Western Interior--19,#B3DE53
920,Sciponoceras gracile (Vasoceras diartianum),,94.57,94.78,zone,Ammonite Zonation - Western Interior--19,#B3DE53
921,Sciponoceras gracile (Euomphaloceras septemseriatum),,94.39,94.57,zone,Ammonite Zonation - Western Interior--19,#B3DE53
922,Burroceras clydense,,94.27,94.39,zone,Ammonite Zonation - Western Interior--19,#B3DE53
923,Neocardioceras juddii,,94.15,94.27,zone,Ammonite Zonation - Western Interior--19,#B3DE53
924,Nigericeras scotti,,93.98,94.15,zone,Ammonite Zonation - Western Interior--19,#B3DE53
925,Watinoceras devonense,,93.9,93.98,zone,Ammonite Zonation - Western Interior--19,#B3DE53
926,Pseudaspidoceras flexuosum,,93.55,93.9,zone,Ammonite Zonation - Western Interior--19,#BFE35D
927,Vascoceras birchbyi,,93.45,93.55,zone,Ammonite Zonation - Western Interior--19,#BFE35D
928,Mammites nodosoides,,93.35,93.45,zone,Ammonite Zonation - Western Interior--19,#BFE35D
929,Collingnoniceras woollgari,,92.9,93.35,zone,Ammonite Zonation - Western Interior--19,#BFE35D
930,Collingnoniceras praecox,,92.08,92.9,zone,Ammonite Zonation - Western Interior--19,#BFE35D
931,Prionocyclus hyatti,,91.6,92.08,zone,Ammonite Zonation - Western Interior--19,#BFE35D
932,Prionocyclus macombi,,91.41,91.6,zone,Ammonite Zonation - Western Interior--19,#BFE35D
933,Scaphites warreni,,91.34,91.41,zone,Ammonite Zonation - Western Interior--19,#BFE35D
934,Scaphites whitfieldi,,90.65,91.34,zone,Ammonite Zonation - Western Interior--19,#BFE35D
935,Scaphites nigricollensis,,90.24,90.65,zone,Ammonite Zonation - Western Interior--19,#BFE35D
936,Prionocyclus germari,,89.98,90.24,zone,Ammonite Zonation - Western Interior--19,#BFE35D
937,Scaphites mariasensis,,89.87,89.98,zone,Ammonite Zonation - Western Interior--19,#BFE35D
938,Scaphites preventricosus,,89.77,89.87,zone,Ammonite Zonation - Western Interior--19,#A6D84A
939,Scaphites ventricosus,,88.77,89.77,zone,Ammonite Zonation - Western Interior--19,#CCE968
940,Scaphites depressus,,87.86,88.77,zone,Ammonite Zonation - Western Interior--19,#CCE968
941,Clioscaphites saxitonianus,,86.26,87.86,zone,Ammonite Zonation - Western Interior--19,#A6D84A
942,Clioscaphites vermiformis,,85.56,86.26,zone,Ammonite Zonation - Western Interior--19,#D9EF74
943,Clioscaphites choteauensis,,85.23,85.56,zone,Ammonite Zonation - Western Interior--19,#D9EF74
944,Desmoscaphites erdmanni,,84.52,85.23,zone,Ammonite Zonation - Western Interior--19,#D9EF74
945,Desmoscaphites bassleri,,84.08,84.52,zone,Ammonite Zonation - Western Interior--19,#D9EF74
946,Scaphites leei,,83.64,84.08,zone,Ammonite Zonation - Western Interior--19,#D9EF74
947,Scaphites hippocrepis,,82.7,83.64,zone,Ammonite Zonation - Western Interior--19,#A6D84A
948,Scaphites hippocrepis II,,82,82.7,zone,Ammonite Zonation - Western Interior--19,#E6F47F
949,Scaphites hippocrepis III,,81.53,82,zone,Ammonite Zonation - Western Interior--19,#E6F47F
950,Baculites sp. (smooth),,81.28,81.53,zone,Ammonite Zonation - Western Interior--19,#E6F47F
951,Baculites obtusus,,80.97,81.13,zone,Ammonite Zonation - Western Interior--19,#E6F47F
952,Baculites maclearni,,80.67,80.97,zone,Ammonite Zonation - Western Interior--19,#E6F47F
953,Baculites asperiformis,,80.21,80.67,zone,Ammonite Zonation - Western Interior--19,#E6F47F
954,Baculites sp. (weak flank ribs),,81.13,81.28,zone,Ammonite Zonation - Western Interior--19,#E6F47F
955,Baculites sp. (smooth II),,79.64,80.21,zone,Ammonite Zonation - Western Interior--19,#E6F47F
956,Baculites perplexus,,79.01,79.64,zone,Ammonite Zonation - Western Interior--19,#E6F47F
957,Baculites gregoryensis,,78.34,79.01,zone,Ammonite Zonation - Western Interior--19,#E6F47F
958,Baculites reduncus,,77.63,78.34,zone,Ammonite Zonation - Western Interior--19,#E6F47F
959,Baculites scotti,,76.94,77.63,zone,Ammonite Zonation - Western Interior--19,#E6F47F
960,Didymoceras nebrascense,,76.27,76.94,zone,Ammonite Zonation - Western Interior--19,#E6F47F
961,Didymoceras stevensoni,,75.64,76.27,zone,Ammonite Zonation - Western Interior--19,#E6F47F
962,Exiteloceras jenneyi,,75.08,75.64,zone,Ammonite Zonation - Western Interior--19,#E6F47F
963,Didymoceras cheyennense,,74.6,75.08,zone,Ammonite Zonation - Western Interior--19,#E6F47F
964,Baculites compressus,,74.21,74.6,zone,Ammonite Zonation - Western Interior--19,#E6F47F
965,Baculites cuneatus,,73.91,74.21,zone,Ammonite Zonation - Western Interior--19,#E6F47F
966,Baculites reesidei,,73.63,73.91,zone,Ammonite Zonation - Western Interior--19,#E6F47F
967,Baculites jenseni,,73.27,73.63,zone,Ammonite Zonation - Western Interior--19,#E6F47F
968,Baculites eliasi,,72.1,73.27,zone,Ammonite Zonation - Western Interior--19,#E6F47F
969,Baculites baculus,,71.2,72.1,zone,Ammonite Zonation - Western Interior--19,#A6D84A
970,Baculites clinolobatus,,70,70.44,zone,Ammonite Zonation - Western Interior--19,#F2FA8C
971,Hoploscaphites birkelundae,,69.91,70,zone,Ammonite Zonation - Western Interior--19,#F2FA8C
972,Hoploscaphites nicolleti,,69.3,69.91,zone,Ammonite Zonation - Western Interior--19,#F2FA8C
973,Jeletzkytes nebrascensis,,68.69,69.3,zone,Ammonite Zonation - Western Interior--19,#F2FA8C
974,Pennsylvanian-Permian,,251.902,323.2,period,,#C5816F
975,Ordovician-Silurian,,419.2,485.4,period,,#86CDA5
976,Silurian-Devonian,,358.9,443.8,period,,#BFB777
977,Devonian-Mississippian,,323.2,419.2,period,,#998E4F
978,Triassic-Jurassic,,145,251.902,period,,#5B6FAE
979,Jurassic-Cretaceous,,66,201.3,period,,#5ABC8C
980,Cretaceous-Paleogene,,56,100.5,period,,#D2C055
981,Cambrian-Ordovician,,443.8,541,period,,#409963
982,Late Pennsylvanian,,298.9,303.7,sub-epoch,,#CCD4C7
983,Middle Pennsylvanian,,307,315.2,sub-epoch,,#C7CBB9
984,Early Pennsylvanian,,315.2,323.2,sub-epoch,,#99C2B5
985,Late Mississippian,,323.2,330.9,sub-epoch,,#BFC26B
986,Middle Mississippian,,330.9,346.7,sub-epoch,,#A6B96C
987,Early Mississippian,,346.7,358.9,sub-epoch,,#8CB06C
988,Baculites grandis,,70.44,71.2,zone,Ammonite Zonation - Western Interior--19,#F2FA8C
989,Vendian,,541,635,period,,#FFC3E1
990,Early Carboniferous,,323.2,358.9,epoch,,#678F66
991,Late Carboniferous,,298.9,323.2,epoch,,#99C2B5
992,Early Paleozoic,,443.8,541,,,#33A97E
993,Late Paleozoic,,251.902,358.9,,,#67A599
994,Ordian,,508,511.5,age,New Zealand ages--6,#7FA056
995,Templetonian,,504.5,508,age,New Zealand ages--6,#B3D492
996,Floran,,503,504.5,age,New Zealand ages--6,#BFD99D
997,Undillan,,500.5,503,age,New Zealand ages--6,#BFD99D
998,Boomerangian,,499,500.5,age,New Zealand ages--6,#CCDFAA
999,Mindyallan,,497,499,age,New Zealand ages--6,#CCDFAA
1000,Idamean,,494,497,age,New Zealand ages--6,#CCEBAE
1001,Iverian,,489.5,494,age,New Zealand ages--6,#D9F0BB
1002,Payntonian,,486.8,489.5,age,New Zealand ages--6,#E6F5C9
1003,Datsonian,,485.4,486.8,age,New Zealand ages--6,#E6F5C9
1004,Warendan,,484.3,485.4,age,New Zealand ages--6,#33A97E
1005,Lancefieldian,,476,484.3,age,New Zealand ages--6,#1A9D6F
1006,Bendigonian,,472.4,476,age,New Zealand ages--6,#41B087
1007,Chewtonian,,470,472.4,age,New Zealand ages--6,#41B087
1008,Castlemainian,,468.3,470,age,New Zealand ages--6,#66C092
1009,Yapeenian,,467.3,468.3,age,New Zealand ages--6,#66C092
1010,Gisbornian,,453,458.4,age,New Zealand ages--6,#8CD094
1011,Eastonian,,448.4,453,age,New Zealand ages--6,#99D69F
1012,Bolindian,,443.8,448.4,age,New Zealand ages--6,#7FCA93
1013,Telfordian,,285,288.5,age,New Zealand ages--6,#E37B68
1014,Mangapirian,,276,285,age,New Zealand ages--6,#EF5845
1015,Barrettian,,266,276,age,New Zealand ages--6,#F04028
1016,Flettian,,259.8,266,age,New Zealand ages--6,#F04028
1017,Puruhauan,,254.2,259.8,age,New Zealand ages--6,#FCB4A2
1018,Waiitian,,253.2,254.2,age,New Zealand ages--6,#FBA794
1019,Makarewan,,251.5,253.2,age,New Zealand ages--6,#FBA794
1020,Nelsonian,,249,251.5,age,New Zealand ages--6,#983999
1021,Malakovian,,246,249,age,New Zealand ages--6,#812B92
1022,Etalian,,238,246,age,New Zealand ages--6,#B168B1
1023,Kaihikuan,,227.5,238,age,New Zealand ages--6,#812B92
1024,Oretian,,221,227.5,age,New Zealand ages--6,#D6AAD3
1025,Warepan,,208.5,217,age,New Zealand ages--6,#D6AAD3
1026,Otapirian,,201.3,208.5,age,New Zealand ages--6,#E3B9DB
1027,Aratauran,,188.9,201.3,age,New Zealand ages--6,#42AED0
1028,Ururoan,,176,188.9,age,New Zealand ages--6,#42AED0
1029,Temaikan,,164.3,176,age,New Zealand ages--6,#34B2C9
1030,Heterian,,154.5,164.3,age,New Zealand ages--6,#34B2C9
1031,Ohauan,,150,154.5,age,New Zealand ages--6,#B3E3EE
1032,Puaroan,,145,150,age,New Zealand ages--6,#D9F1F7
1033,Hadean,,4000,4600,eon,,#AE027E
1034,Neocomian,,129.4,145,epoch,,#94DB59
1035,Chautauquan,,358.9,372.2,age,,#F2EDC5
1036,Valmeyeran,,335,351.5,age,,#678F66
1037,Silesian,,298.9,330.9,epoch,,#67A599
1038,Meghalayan,,0,0.0042,age,international ages--1,#FEF2E0
1039,Northgrippian,,0.0042,0.0082,age,international ages--1,#FEF2E0
1040,Greenlandian,,0.0082,0.0117,age,international ages--1,#FEF2E0
1041,Cincinnatian,,443.8,451,epoch,,#7FCA93
1042,Ibexian,,470,486.7,epoch,,#1A9D6F
1043,M44,,169.99,170.76,chron,Geomagnetic Polarity Chron--22,#80CFD8
1044,M43,,169.24,169.99,chron,Geomagnetic Polarity Chron--22,#A6DDE0
1045,M42,,168.15,169.24,chron,Geomagnetic Polarity Chron--22,#80CFD8
1046,M41,,167.47,168.15,chron,Geomagnetic Polarity Chron--22,#B3E2E3
1047,M40,,166.72,167.47,chron,Geomagnetic Polarity Chron--22,#B3E2E3
1048,M39,,165.04,166.72,chron,Geomagnetic Polarity Chron--22,#80CFD8
1049,M38,,163.88,165.04,chron,Geomagnetic Polarity Chron--22,#BFE7E5
1050,M37,,163.29,163.88,chron,Geomagnetic Polarity Chron--22,#34B2C9
1051,M36,,162.7,163.29,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1052,M35,,162.49,162.7,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1053,M34,,161.81,162.49,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1054,M33,,160.73,161.81,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1055,M32,,160.15,160.73,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1056,M31,,159.78,160.15,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1057,M30,,159.38,159.78,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1058,M29,,158.89,159.38,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1059,M28,,157.57,158.89,chron,Geomagnetic Polarity Chron--22,#BFE7F1
1060,M27,,157.25,157.57,chron,Geomagnetic Polarity Chron--22,#B3E3EE
1061,M26,,156.56,157.25,chron,Geomagnetic Polarity Chron--22,#CCECF4
1062,M25A,,156.04,156.56,chron,Geomagnetic Polarity Chron--22,#CCECF4
1063,M25,,155.54,156.04,chron,Geomagnetic Polarity Chron--22,#CCECF4
1064,M24B,,155.01,155.54,chron,Geomagnetic Polarity Chron--22,#CCECF4
1065,M24A,,154.59,155.01,chron,Geomagnetic Polarity Chron--22,#CCECF4
1066,M24,,153.62,154.59,chron,Geomagnetic Polarity Chron--22,#CCECF4
1067,M23,,152.64,153.62,chron,Geomagnetic Polarity Chron--22,#CCECF4
1068,M22A,,151.92,152.64,chron,Geomagnetic Polarity Chron--22,#B3E3EE
1069,M22,,149.8,151.92,chron,Geomagnetic Polarity Chron--22,#D9F1F7
1070,M21,,148.44,149.8,chron,Geomagnetic Polarity Chron--22,#D9F1F7
1071,M20,,146.54,148.44,chron,Geomagnetic Polarity Chron--22,#D9F1F7
1072,M19,,145.01,146.54,chron,Geomagnetic Polarity Chron--22,#D9F1F7
1073,M18,,144,145.01,chron,Geomagnetic Polarity Chron--22,#5ABC8C
1074,M17,,142.22,144,chron,Geomagnetic Polarity Chron--22,#8CCD60
1075,M16,,140.42,142.22,chron,Geomagnetic Polarity Chron--22,#8CCD60
1076,M15,,139.54,140.42,chron,Geomagnetic Polarity Chron--22,#8CCD57
1077,M14,,138.66,139.54,chron,Geomagnetic Polarity Chron--22,#99D36A
1078,M13,,138.25,138.66,chron,Geomagnetic Polarity Chron--22,#99D36A
1079,M12A,,137.94,138.25,chron,Geomagnetic Polarity Chron--22,#99D36A
1080,M12,,136.87,137.94,chron,Geomagnetic Polarity Chron--22,#99D36A
1081,M11A,,136.29,136.87,chron,Geomagnetic Polarity Chron--22,#99D36A
1082,M11,,135.32,136.29,chron,Geomagnetic Polarity Chron--22,#99D36A
1083,M10N,,134.22,135.32,chron,Geomagnetic Polarity Chron--22,#99D36A
1084,M10,,133.58,134.22,chron,Geomagnetic Polarity Chron--22,#99D36A
1085,M9,,133.05,133.58,chron,Geomagnetic Polarity Chron--22,#99D36A
1086,M8,,132.55,133.05,chron,Geomagnetic Polarity Chron--22,#8CCD57
1087,M7,,132.04,132.55,chron,Geomagnetic Polarity Chron--22,#A6D975
1088,M6,,131.74,132.04,chron,Geomagnetic Polarity Chron--22,#A6D975
1089,M5,,130.6,131.74,chron,Geomagnetic Polarity Chron--22,#A6D975
1090,M3,,128.66,130.6,chron,Geomagnetic Polarity Chron--22,#8CCD57
1091,M1,,126.3,128.66,chron,Geomagnetic Polarity Chron--22,#B3DF7F
1092,M0,,125.93,126.3,chron,Geomagnetic Polarity Chron--22,#B3DF7F
1093,C34,,83.64,125.93,chron,Geomagnetic Polarity Chron--22,#7FC64E
1094,C33,,74.309,83.64,chron,Geomagnetic Polarity Chron--22,#A6D84A
1095,C32,,71.449,74.309,chron,Geomagnetic Polarity Chron--22,#A6D84A
1096,C31,,68.369,71.449,chron,Geomagnetic Polarity Chron--22,#F2FA8C
1097,C30,,66.398,68.369,chron,Geomagnetic Polarity Chron--22,#F2FA8C
1098,C29,,64.958,66.398,chron,Geomagnetic Polarity Chron--22,#D2C055
1099,C28,,63.394,64.958,chron,Geomagnetic Polarity Chron--22,#FDB462
1100,C27,,62.221,63.394,chron,Geomagnetic Polarity Chron--22,#FDB462
1101,C26,,58.959,62.221,chron,Geomagnetic Polarity Chron--22,#FDA75F
1102,C25,,57.101,58.959,chron,Geomagnetic Polarity Chron--22,#FDBF6F
1103,C24,,52.62,57.101,chron,Geomagnetic Polarity Chron--22,#FD9A52
1104,C23,,50.628,52.62,chron,Geomagnetic Polarity Chron--22,#FCA773
1105,C22,,48.566,50.628,chron,Geomagnetic Polarity Chron--22,#FCA773
1106,C21,,45.724,48.566,chron,Geomagnetic Polarity Chron--22,#FDB46C
1107,C20,,42.301,45.724,chron,Geomagnetic Polarity Chron--22,#FCB482
1108,C19,,41.154,42.301,chron,Geomagnetic Polarity Chron--22,#FDB46C
1109,C18,,38.615,41.154,chron,Geomagnetic Polarity Chron--22,#FDC091
1110,C17,,36.969,38.615,chron,Geomagnetic Polarity Chron--22,#FDB46C
1111,C16,,35.706,36.969,chron,Geomagnetic Polarity Chron--22,#FDCDA1
1112,C15,,34.999,35.706,chron,Geomagnetic Polarity Chron--22,#FDCDA1
1113,C13,,33.157,34.999,chron,Geomagnetic Polarity Chron--22,#FD9A52
1114,C12,,30.591,33.157,chron,Geomagnetic Polarity Chron--22,#FED99A
1115,C11,,29.183,30.591,chron,Geomagnetic Polarity Chron--22,#FED99A
1116,C10,,27.859,29.183,chron,Geomagnetic Polarity Chron--22,#FDC07A
1117,C9,,26.42,27.859,chron,Geomagnetic Polarity Chron--22,#FEE6AA
1118,C8,,25.099,26.42,chron,Geomagnetic Polarity Chron--22,#FEE6AA
1119,C7A,,24.761,25.099,chron,Geomagnetic Polarity Chron--22,#FEE6AA
1120,C7,,23.692,24.761,chron,Geomagnetic Polarity Chron--22,#FEE6AA
1121,C6C,,22.564,23.692,chron,Geomagnetic Polarity Chron--22,#F4B470
1122,C6B,,21.767,22.564,chron,Geomagnetic Polarity Chron--22,#FFFF33
1123,C6AA,,21.083,21.767,chron,Geomagnetic Polarity Chron--22,#FFFF33
1124,C6A,,20.04,21.083,chron,Geomagnetic Polarity Chron--22,#FFFF00
1125,C6,,18.748,20.04,chron,Geomagnetic Polarity Chron--22,#FFFF41
